what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302319991
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302326460
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302333606
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302335792
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302337523
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302354915
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302357697
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302358295
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302358478
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306302396633
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302398951
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302405940
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302411561
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302417742
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302427106
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302437980
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302446979
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302465529
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306302471461
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302485088
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302487847
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306302513591
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302525155
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306302532110
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302536821
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302560126
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302586959
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302591907
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302599035
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302604956
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302607590
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302618811
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302620119
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302621181
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302623551
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302634258
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302637845
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302659227
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302665035
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306302684880
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302685348
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306302689204
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306302698997
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302721517
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302722125
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306302730308
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306302732416
