what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306342596717
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306342608619
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306342610335
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342614365
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342650928
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306342657523
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1306342659119
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1306342659155
error,log,,,"Malformed javadoc, rejected by FormText for node uses-permission: 'The <code>uses-permission</code> tag requests a {@link #AndroidManifestPermission &lt;permission&gt;} that the containing package must be granted in order for it to operate correctly.'",1306342664165
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342680426
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342692374
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342699847
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306342702207
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1306342702207
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342744455
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342746272
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306342783534
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306342791059
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306342792493
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306342795961
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306342797336
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306342835484
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342870499
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306342871735
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1306342871852
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306342902397
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342904140
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342911564
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306342917640
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342920301
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306342924196
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306342929608
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306342932863
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1306342935638
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1306342935971
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342943884
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306342956149
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306342972967
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343001123
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343013116
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1306343041832
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343064789
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343066440
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306343073904
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343079391
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343084096
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343088204
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306343096731
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306343122905
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343157106
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343159463
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343181075
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343187216
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343195878
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343204865
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343209401
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343222168
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343250526
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1306343310082
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306343310994
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343318797
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343333278
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343334577
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343352329
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343360836
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343371431
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343372876
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.generate.constructor.using.fields",1306343372970
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343373864
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343376468
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306343392529
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343395002
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343415779
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343416277
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343438531
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343461665
executed,command,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1306343461812
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343466279
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343468391
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1306343538332
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1306343538900
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306343564386
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306343573992
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306343574953
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306343589314
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343595044
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343603813
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343607753
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343611966
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343624784
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306343636474
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343637675
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343648042
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1306343652826
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343654142
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343654642
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343660591
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343677301
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306343683288
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306343693466
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343695589
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343740055
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306343741373
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344466914
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306344470789
executed,command,,,"com.android.ide.eclipse.adt.debug.launching.LaunchShortcut.run",1306344473843
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306344479141
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344481685
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1306344481721
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344484063
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344484848
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344485579
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344486415
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344531768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344553221
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.findReplace",1306344553253
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344556252
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306344564340
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1306344589678
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306344601090
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306344604131
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306344604748
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1306344612238
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1306344615351
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306344624610
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344627228
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344636001
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1306344648157
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344649048
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344659666
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1306344667450
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1306344678805
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344686447
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344697201
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344700761
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344754903
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344758603
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344922015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344926227
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344980800
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306344982358
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345068546
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345069757
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345075046
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345075994
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345078768
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345080006
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345099186
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345100469
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345121758
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345123282
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345166154
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345167406
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345273234
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345274303
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345365289
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345366649
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345375797
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345377121
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345388008
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345389857
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345412303
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345413313
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345425467
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345426754
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345445939
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345447482
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345554018
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345555701
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345645896
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345652422
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1306345678424
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345681793
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345681887
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345681887
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345684591
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345684591
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306345686560
closed,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1306345686560
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306345687616
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1306345687616
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1306345688705
